filename	phoneme	F0	F1	F2	F3	duration
common_voice_fa_30441718.mp3	æ	86.582	604.569	1696.512	2987.108	0.450
common_voice_fa_30441718.mp3	ɾ	nan	490.351	1910.268	3442.546	0.010
common_voice_fa_30441718.mp3	iː	nan	635.283	1285.757	2917.862	0.010
common_voice_fa_30441718.mp3	n	91.122	701.667	1231.079	2967.215	0.010
common_voice_fa_30441718.mp3	ɒː	84.457	696.667	1031.090	2554.300	0.140
common_voice_fa_30441718.mp3	b	nan	546.902	1425.350	2972.492	0.020
common_voice_fa_30441718.mp3	uː	88.822	404.376	1071.952	2727.547	0.130
common_voice_fa_30441718.mp3	d	nan	606.384	2051.700	2897.120	0.010
common_voice_fa_30441718.mp3	k	nan	2148.978	2753.076	4162.946	0.010
common_voice_fa_30441718.mp3	ɪ	nan	1503.487	2583.946	3397.580	0.130
common_voice_fa_30441718.mp3	ɾ	nan	717.532	1559.586	2583.336	0.170
common_voice_fa_30441718.mp3	d	nan	1439.597	3101.351	4393.924	0.010
common_voice_fa_18582296.mp3	h	nan	1796.394	1978.619	2311.450	0.020
common_voice_fa_18582296.mp3	ɔː	nan	852.521	2154.021	2375.158	0.020
common_voice_fa_18582296.mp3	l	nan	687.142	2164.652	2430.550	0.010
common_voice_fa_18582296.mp3	m	nan	1113.588	2529.636	3182.751	0.010
common_voice_fa_18582296.mp3	o	nan	1107.973	2354.742	2591.461	0.030
common_voice_fa_18582296.mp3	d	nan	1169.566	2493.258	3338.102	0.010
common_voice_fa_18582296.mp3	iː	nan	1142.834	2444.469	2984.086	0.010
common_voice_fa_18582296.mp3	ɾ	nan	1137.497	2471.717	2811.230	0.010
common_voice_fa_18582296.mp3	i	nan	1127.575	2393.818	2744.071	0.010
common_voice_fa_18582296.mp3	ʔ	nan	1088.152	2413.529	3042.183	0.020
common_voice_fa_18582296.mp3	ɔː	nan	1089.859	2318.435	3241.346	0.020
common_voice_fa_18582296.mp3	m	nan	946.509	2096.051	2932.967	0.010
common_voice_fa_18582296.mp3	i	nan	1153.917	2191.610	3172.120	0.010
common_voice_fa_18582296.mp3	l	nan	1306.741	2628.746	3429.062	0.010
common_voice_fa_18582296.mp3	f	nan	663.207	1153.912	2891.069	0.010
common_voice_fa_18582296.mp3	o	272.150	388.510	1632.484	3082.210	0.360
common_voice_fa_18582296.mp3	w	204.355	449.913	1544.070	3085.430	0.010
common_voice_fa_18582296.mp3	d	195.702	492.183	1515.406	3121.003	0.010
common_voice_fa_18582296.mp3	æ	203.208	507.062	1245.183	1649.560	0.530
common_voice_fa_18582296.mp3	h	221.277	561.604	1514.213	3041.320	0.020
common_voice_fa_18582296.mp3	v	nan	767.600	1693.201	2802.006	0.010
common_voice_fa_18582296.mp3	æ	nan	587.470	1693.950	2803.940	0.060
common_voice_fa_18582296.mp3	l	nan	850.524	1585.136	2764.551	0.010
common_voice_fa_18582296.mp3	l	nan	907.670	1779.129	2615.717	0.010
common_voice_fa_18582296.mp3	o	215.650	511.532	940.038	2920.212	0.560
common_voice_fa_18582296.mp3	z	241.585	380.625	1483.183	3175.414	0.010
common_voice_fa_18582296.mp3	d͡ʒ	238.835	295.167	1264.672	3215.131	0.020
common_voice_fa_18582296.mp3	ɑː	nan	1013.363	3146.610	4273.730	0.170
common_voice_fa_18582296.mp3	n	222.508	482.135	1707.003	2702.867	0.010
common_voice_fa_18582296.mp3	m	219.426	563.802	1682.878	2785.905	0.010
common_voice_fa_18582296.mp3	a	196.940	377.362	1613.178	2827.692	0.350
common_voice_fa_18582296.mp3	k	nan	620.479	2076.440	3069.846	0.010
common_voice_fa_18582296.mp3	æ	nan	1716.048	3271.596	4058.472	0.130
common_voice_fa_18582296.mp3	k	217.446	437.880	2324.727	3254.954	0.010
common_voice_fa_18582296.mp3	iː	216.721	450.361	2274.831	3135.353	0.010
common_voice_fa_18582296.mp3	v	213.980	460.885	2211.596	3105.415	0.010
common_voice_fa_18582296.mp3	a	209.636	585.567	1963.525	2695.914	0.490
common_voice_fa_18582296.mp3	h	nan	598.172	1972.766	3271.912	0.020
common_voice_fa_18582296.mp3	e	nan	601.083	1714.292	3156.599	0.010
common_voice_fa_18582296.mp3	j	nan	637.914	1849.500	3105.458	0.010
common_voice_fa_18582296.mp3	ɑː	193.803	544.053	1789.126	2730.058	1.040
common_voice_fa_18582296.mp3	t	nan	982.675	2718.269	3510.340	0.010
common_voice_fa_18582296.mp3	m	nan	572.905	1194.613	2602.863	0.010
common_voice_fa_18582296.mp3	ʊ	209.986	450.052	1305.880	3299.116	0.150
common_voice_fa_18582296.mp3	d	220.987	579.312	1422.510	2030.083	0.010
common_voice_fa_18582296.mp3	iː	220.163	595.118	1355.191	2150.816	0.010
common_voice_fa_18582296.mp3	ɾ	219.399	613.154	1361.852	2295.599	0.010
common_voice_fa_18582296.mp3	a	217.343	614.650	1311.269	2469.579	0.060
common_voice_fa_18582296.mp3	n	215.214	499.624	1058.309	2307.893	0.010
common_voice_fa_18582296.mp3	e	216.172	567.360	1189.735	2347.091	0.010
common_voice_fa_18582296.mp3	m	nan	584.707	1283.808	2557.850	0.010
common_voice_fa_18582296.mp3	iː	nan	595.091	1301.407	2695.038	0.010
common_voice_fa_18582296.mp3	x	205.707	587.927	1325.171	2859.855	0.020
common_voice_fa_18582296.mp3	ɒː	183.173	888.893	1437.778	2691.071	0.280
common_voice_fa_18582296.mp3	s	nan	1065.873	2986.847	4556.721	0.100
common_voice_fa_18582296.mp3	t	193.629	520.676	1293.067	2894.536	0.010
common_voice_fa_18582296.mp3	æ	198.563	369.351	1756.121	2932.339	0.280
common_voice_fa_18582296.mp3	n	nan	1227.249	1794.364	2794.886	0.010
common_voice_fa_18582296.mp3	d	nan	1171.238	1758.294	2786.567	0.010
common_voice_fa_18582296.mp3	x	nan	1088.068	1695.920	2795.816	0.020
common_voice_fa_18582296.mp3	o	80.318	441.779	1099.535	2695.677	0.090
common_voice_fa_18582296.mp3	d	168.525	365.896	1219.620	2667.070	0.010
common_voice_fa_18582296.mp3	ɾ	166.691	385.225	1184.789	2672.792	0.010
common_voice_fa_18582296.mp3	ɒː	nan	395.137	1204.854	2659.062	0.060
common_voice_fa_18582296.mp3	b	nan	370.354	2562.510	2995.477	0.020
common_voice_fa_18582296.mp3	ɪ	nan	2030.993	2836.906	3409.212	0.160
common_voice_fa_18582296.mp3	h	nan	768.106	1461.636	3136.274	0.020
common_voice_fa_18582296.mp3	ɒː	166.337	846.602	1527.929	3198.487	0.030
common_voice_fa_18582296.mp3	m	163.826	764.195	1649.510	3318.443	0.010
common_voice_fa_18582296.mp3	ɒː	170.362	852.315	2227.673	3224.552	0.030
common_voice_fa_18582296.mp3	z	nan	1496.851	2575.887	3779.066	0.010
common_voice_fa_18582296.mp3	uː	nan	2156.027	2963.740	4076.812	0.010
common_voice_fa_18582296.mp3	n	nan	1319.633	2404.813	3363.206	0.010
common_voice_fa_18582296.mp3	b	nan	1524.674	2316.759	3393.068	0.020
common_voice_fa_18582296.mp3	u	nan	1135.588	2307.244	3652.064	0.030
common_voice_fa_18582296.mp3	f	nan	1560.137	2493.792	3735.268	0.010
common_voice_fa_18582296.mp3	ɾ	nan	1422.040	2575.831	3757.394	0.010
common_voice_fa_18582296.mp3	uː	nan	1587.605	2554.547	3620.533	0.010
common_voice_fa_18582296.mp3	ʃ	nan	1797.955	2840.361	3785.958	0.010
common_voice_fa_18582296.mp3	e	nan	1677.644	2869.239	3787.571	0.010
common_voice_fa_18582296.mp3	n	nan	1546.312	2865.748	3773.976	0.010
common_voice_fa_18582296.mp3	d	nan	1440.404	2670.241	3784.241	0.010
common_voice_fa_37419221.mp3	h	nan	870.590	2177.573	2996.713	0.020
common_voice_fa_37419221.mp3	ɪ	210.029	579.656	2046.778	2876.549	0.240
common_voice_fa_37419221.mp3	ɾ	192.376	295.856	1558.377	2548.805	0.010
common_voice_fa_37419221.mp3	f	nan	1496.969	2577.491	3494.008	0.010
common_voice_fa_37419221.mp3	ɪ	nan	1235.636	2124.194	2894.512	0.070
common_voice_fa_37419221.mp3	ɾ	nan	1207.262	2058.341	2818.229	0.010
common_voice_fa_37419221.mp3	oː	nan	1114.084	2170.130	2846.058	0.010
common_voice_fa_37419221.mp3	z	nan	843.676	2009.756	2694.139	0.010
common_voice_fa_37419221.mp3	n	nan	520.937	2020.184	2701.933	0.010
common_voice_fa_37419221.mp3	ɑː	182.115	570.833	1479.577	2987.515	1.470
common_voice_fa_37419221.mp3	m	nan	986.375	1726.608	2885.455	0.200
common_voice_fa_37419221.mp3	ŋ	nan	869.190	1957.813	2601.310	1.060
common_voice_fa_37419221.mp3	ɡ	nan	nan	nan	nan	0.010
common_voice_fa_37419221.mp3	ɒː	nan	nan	nan	nan	0.010
common_voice_fa_37419221.mp3	ɾ	nan	nan	nan	nan	0.010
common_voice_fa_37419221.mp3	iː	nan	nan	nan	nan	0.010
common_voice_fa_21135311.mp3	n	nan	943.917	1947.845	2900.785	0.010
common_voice_fa_21135311.mp3	i	nan	942.937	1860.460	2784.972	0.010
common_voice_fa_21135311.mp3	j	nan	980.643	1891.477	3027.318	0.010
common_voice_fa_21135311.mp3	ɔː	nan	932.079	1894.609	2814.646	0.020
common_voice_fa_21135311.mp3	z	nan	855.065	2098.633	3282.238	3.570
common_voice_fa_21135311.mp3	a	nan	917.484	1824.026	3008.289	0.010
common_voice_fa_21135311.mp3	m	nan	841.139	1807.933	3068.835	0.010
common_voice_fa_21135311.mp3	a	nan	204.883	1805.933	3010.286	0.010
common_voice_fa_21135311.mp3	n	198.856	210.576	2045.153	3392.156	0.010
common_voice_fa_21135311.mp3	d	194.417	203.620	2007.741	3324.118	0.010
common_voice_fa_21135311.mp3	m	190.202	205.206	2318.723	3618.881	0.010
common_voice_fa_21135311.mp3	a	187.311	225.395	2421.537	3767.701	0.010
common_voice_fa_21135311.mp3	n	188.276	262.953	2650.595	3290.876	0.010
common_voice_fa_21135311.mp3	ɑː	188.516	570.970	1589.212	2975.071	0.450
common_voice_fa_21135311.mp3	b	207.758	412.030	521.956	1894.232	0.020
common_voice_fa_21135311.mp3	i	212.060	334.470	1854.500	2033.802	0.010
common_voice_fa_21135311.mp3	ʔ	214.441	336.359	1652.458	2693.846	0.020
common_voice_fa_21135311.mp3	s	214.692	306.504	475.669	1889.885	0.010
common_voice_fa_21135311.mp3	a	213.502	244.575	526.366	1903.663	0.010
common_voice_fa_21135311.mp3	ɾ	213.793	233.085	572.966	1867.287	0.010
common_voice_fa_21135311.mp3	m	216.782	276.948	508.010	1898.766	0.010
common_voice_fa_21135311.mp3	ɑː	218.307	572.319	2122.171	3008.589	0.100
common_voice_fa_21135311.mp3	j	nan	539.181	2590.173	3314.439	2.090
common_voice_fa_21135311.mp3	ɡ	174.723	353.528	2846.225	3582.324	0.010
common_voice_fa_21135311.mp3	o	nan	341.007	1717.572	2942.342	0.230
common_voice_fa_21135311.mp3	z	172.032	352.456	2328.134	3260.339	0.010
common_voice_fa_21135311.mp3	ɒː	151.132	212.106	2302.739	3721.733	0.030
common_voice_fa_21135311.mp3	ɾ	nan	303.126	1629.384	3033.539	0.010
common_voice_fa_21135311.mp3	iː	nan	356.164	1596.474	2951.970	0.010
common_voice_fa_21135311.mp3	k	nan	959.346	1554.496	2814.970	0.010
common_voice_fa_21135311.mp3	a	nan	903.282	1549.007	2791.505	0.010
common_voice_fa_21135311.mp3	m	nan	927.301	1608.333	2867.035	0.010
common_voice_fa_21135311.mp3	t	nan	955.137	1672.570	2817.143	0.010
common_voice_fa_21135311.mp3	a	nan	1041.045	1648.351	2961.809	0.010
common_voice_fa_21135311.mp3	ɾ	nan	1129.469	1854.092	3104.639	0.010
common_voice_fa_21135311.mp3	iː	nan	947.251	1589.073	2956.801	0.590
common_voice_fa_21135311.mp3	b	nan	1212.177	2653.706	3739.969	0.020
common_voice_fa_21135311.mp3	uː	nan	136.607	1787.623	2933.828	0.010
common_voice_fa_21135311.mp3	d	nan	1651.609	2717.856	3375.564	0.010
common_voice_fa_36922227.mp3	b	nan	929.869	2457.649	3499.484	0.020
common_voice_fa_36922227.mp3	æ	nan	1148.236	2120.929	3506.734	0.030
common_voice_fa_36922227.mp3	r	nan	1043.535	2113.786	3416.192	0.010
common_voice_fa_36922227.mp3	x	nan	1171.425	2351.685	3412.182	0.020
common_voice_fa_36922227.mp3	iː	nan	1030.880	1748.985	2765.717	0.010
common_voice_fa_36922227.mp3	a	129.407	648.032	1674.180	2489.149	0.190
common_voice_fa_36922227.mp3	n	nan	584.915	1723.711	2940.208	0.010
common_voice_fa_36922227.mp3	ɡ	nan	586.904	1747.762	2963.775	0.010
common_voice_fa_36922227.mp3	ɪ	nan	910.822	2315.786	3371.635	0.030
common_voice_fa_36922227.mp3	l	nan	1762.710	2672.153	3588.779	0.010
common_voice_fa_36922227.mp3	h	nan	668.228	1909.751	2695.716	0.020
common_voice_fa_36922227.mp3	ɒː	nan	461.838	1995.978	2953.776	0.030
common_voice_fa_36922227.mp3	ɪ	nan	1808.957	2449.324	3651.728	0.040
common_voice_fa_36922227.mp3	z	nan	1943.037	2590.005	3600.712	0.010
common_voice_fa_36922227.mp3	m	nan	1682.675	2611.967	3532.457	0.010
common_voice_fa_36922227.mp3	iː	nan	432.858	1803.890	2620.379	0.010
common_voice_fa_36922227.mp3	z	nan	986.129	1957.521	2802.890	0.010
common_voice_fa_36922227.mp3	ɒː	140.039	307.602	1748.593	2381.654	0.040
common_voice_fa_36922227.mp3	b	113.534	536.919	1042.946	3089.128	2.110
common_voice_fa_36922227.mp3	uː	99.096	404.645	811.555	3549.120	0.390
common_voice_fa_36922227.mp3	n	nan	393.438	1954.527	3237.033	0.010
common_voice_fa_36922227.mp3	x	nan	629.971	1797.926	2778.503	0.020
common_voice_fa_36922227.mp3	ʊ	nan	669.538	1697.023	2998.481	0.660
common_voice_fa_36922227.mp3	d	nan	256.267	1583.102	2577.887	0.010
common_voice_fa_36922227.mp3	h	98.415	230.599	1855.009	3138.702	0.020
common_voice_fa_36922227.mp3	ɪ	89.592	267.815	2404.703	3579.079	0.130
common_voice_fa_36922227.mp3	ɾ	nan	388.825	1723.436	2688.432	0.010
common_voice_fa_36922227.mp3	ɒː	82.941	671.856	1573.112	3438.003	0.460
common_voice_fa_36922227.mp3	s	77.884	342.774	1678.876	2891.379	0.010
common_voice_fa_36922227.mp3	t	nan	1489.205	2666.584	4232.604	0.010
common_voice_fa_36922227.mp3	m	nan	724.429	1895.919	2727.987	0.010
common_voice_fa_36922227.mp3	eː	nan	742.734	1776.153	3020.453	0.280
common_voice_fa_36922227.mp3	k	nan	nan	nan	nan	0.010
common_voice_fa_36922227.mp3	n	nan	nan	nan	nan	0.010
common_voice_fa_36922227.mp3	a	nan	nan	nan	nan	0.010
common_voice_fa_36922227.mp3	n	nan	nan	nan	nan	0.010
common_voice_fa_36922227.mp3	d	nan	nan	nan	nan	0.016
common_voice_fa_18621705.mp3	n	163.603	292.598	1826.567	3053.595	0.010
common_voice_fa_18621705.mp3	a	172.535	523.196	1788.985	2445.313	0.270
common_voice_fa_18621705.mp3	m	196.267	264.682	1744.304	3165.941	0.010
common_voice_fa_18621705.mp3	iː	192.614	339.462	1703.717	3140.198	0.010
common_voice_fa_18621705.mp3	t	193.524	324.273	1611.793	2866.770	0.010
common_voice_fa_18621705.mp3	oː	197.724	272.659	1889.394	2534.198	0.010
common_voice_fa_18621705.mp3	n	199.779	1819.461	1956.057	3561.781	0.010
common_voice_fa_18621705.mp3	a	196.986	442.923	1607.780	2411.310	0.240
common_voice_fa_18621705.mp3	s	190.476	384.098	1792.166	3352.563	0.080
common_voice_fa_18621705.mp3	ʊ	nan	400.411	1837.691	3321.627	0.020
common_voice_fa_18621705.mp3	ɾ	nan	254.818	1778.836	3038.185	0.010
common_voice_fa_18621705.mp3	ʃ	nan	568.183	1843.741	2752.860	0.010
common_voice_fa_18621705.mp3	uː	nan	460.572	1565.752	2789.765	0.010
common_voice_fa_18621705.mp3	b	203.977	567.622	1666.016	2466.978	0.020
common_voice_fa_18621705.mp3	a	190.405	437.894	1695.652	2758.517	0.700
common_voice_fa_18621705.mp3	n	162.031	396.527	1579.340	2395.965	0.010
common_voice_fa_18621705.mp3	d	159.889	439.596	1470.932	2890.346	0.010
common_voice_fa_18621705.mp3	ɒː	158.370	320.036	1589.675	3369.797	0.230
common_voice_fa_18621705.mp3	z	nan	328.796	1678.393	2664.530	0.010
common_voice_fa_18621705.mp3	e	nan	276.832	1795.676	2806.132	0.010
common_voice_fa_18621705.mp3	p	188.056	501.424	905.864	2519.447	0.020
common_voice_fa_18621705.mp3	ɒː	190.688	574.864	1055.797	2167.122	0.180
common_voice_fa_18621705.mp3	iː	192.726	471.538	1848.613	2590.208	0.010
common_voice_fa_18621705.mp3	n	193.169	448.203	1939.378	3018.400	0.010
common_voice_fa_18621705.mp3	b	192.697	418.459	1954.127	2512.021	0.020
common_voice_fa_18621705.mp3	a	145.094	404.817	2341.606	3058.152	1.180
common_voice_fa_18621705.mp3	j	nan	681.107	1656.639	2468.916	0.010
common_voice_fa_18621705.mp3	ɔː	nan	617.785	1698.794	2824.663	0.020
common_voice_fa_18621705.mp3	d	nan	859.718	1741.609	3243.791	0.010
common_voice_fa_18621705.mp3	i	nan	1102.251	2027.941	3061.773	0.010
common_voice_fa_18621705.mp3	n	nan	1253.322	2080.554	3121.465	0.010
common_voice_fa_18621705.mp3	d͡ʒ	nan	1448.729	2090.819	3067.108	0.020
common_voice_fa_18621705.mp3	ɔː	nan	1076.924	2205.265	3266.580	0.020
common_voice_fa_18556070.mp3	d	nan	1071.082	1921.689	3184.655	0.010
common_voice_fa_18556070.mp3	e	nan	1067.556	1968.657	3160.671	0.010
common_voice_fa_18556070.mp3	ɾ	nan	923.377	1990.429	3135.738	0.010
common_voice_fa_18556070.mp3	m	290.207	570.704	2005.132	3036.390	0.010
common_voice_fa_18556070.mp3	æ	249.396	395.590	1614.340	1937.797	1.290
common_voice_fa_18556070.mp3	s	nan	346.694	1835.518	2873.469	0.010
common_voice_fa_18556070.mp3	ɒː	nan	728.640	2075.295	2937.227	0.030
common_voice_fa_18556070.mp3	h	nan	1079.611	2266.695	3227.520	0.020
common_voice_fa_18556070.mp3	e	nan	1179.996	2649.005	3620.472	0.010
common_voice_fa_18556070.mp3	b	nan	683.181	1850.324	2855.471	0.020
common_voice_fa_18556070.mp3	h	277.589	334.555	1157.317	3022.851	0.020
common_voice_fa_18556070.mp3	ɑː	254.441	508.130	1227.898	2550.687	0.200
common_voice_fa_18556070.mp3	j	247.501	252.576	2167.227	2607.265	0.010
common_voice_fa_18556070.mp3	b	245.635	256.254	1561.252	2540.900	0.020
common_voice_fa_18556070.mp3	ɔː	243.025	252.711	2527.343	2814.571	0.020
common_voice_fa_18556070.mp3	j	241.533	277.549	2585.963	2922.776	0.010
common_voice_fa_18556070.mp3	uː	nan	313.582	2602.907	2910.438	0.010
common_voice_fa_18556070.mp3	ɾ	nan	1045.333	2646.422	3128.280	0.010
common_voice_fa_18556070.mp3	iː	nan	2384.110	2747.446	3652.722	0.010
common_voice_fa_18556070.mp3	k	nan	215.074	2279.706	2734.021	0.010
common_voice_fa_18556070.mp3	æ	267.505	523.241	1421.689	2480.067	1.220
common_voice_fa_18556070.mp3	l	nan	358.211	1964.170	2405.718	0.010
common_voice_fa_18556070.mp3	v	nan	341.221	1972.580	2530.936	0.010
common_voice_fa_18556070.mp3	t͡ʃ	nan	422.265	2094.786	2554.200	0.010
common_voice_fa_18556070.mp3	iː	nan	1328.381	2406.847	3740.076	0.010
common_voice_fa_18556070.mp3	n	nan	1465.712	2647.366	3750.062	0.010
common_voice_fa_18556070.mp3	j	267.363	317.784	2433.845	3237.211	0.010
common_voice_fa_18556070.mp3	æ	250.133	652.149	1900.638	2840.784	1.390
common_voice_fa_18556070.mp3	k	nan	1565.505	2552.773	3354.579	0.010
common_voice_fa_18556070.mp3	iː	nan	1419.501	2700.835	3756.566	0.010
common_voice_fa_18556070.mp3	d	nan	1313.324	1562.219	2070.309	0.010
common_voice_fa_18556070.mp3	iː	nan	844.313	1501.252	2041.014	0.010
common_voice_fa_18556070.mp3	ɡ	271.091	682.979	1316.309	1880.099	0.010
common_voice_fa_18556070.mp3	æ	275.437	557.161	1110.516	2280.478	0.210
common_voice_fa_18556070.mp3	ɾ	283.174	411.450	1303.478	1894.385	0.010
common_voice_fa_18556070.mp3	i	nan	1660.277	2157.665	3348.360	0.010
common_voice_fa_18556070.mp3	z	nan	1421.807	2143.690	3343.821	0.010
common_voice_fa_18556070.mp3	d͡ʒ	nan	1373.143	1650.613	3708.500	0.020
common_voice_fa_18556070.mp3	ɑː	259.888	614.183	1241.068	2329.309	0.430
common_voice_fa_18556070.mp3	s	nan	1134.479	2290.468	3348.638	0.030
common_voice_fa_18556070.mp3	oː	nan	1455.081	2646.117	3783.639	0.010
common_voice_fa_18556070.mp3	s	nan	1238.203	1797.583	2688.705	0.070
common_voice_fa_18556070.mp3	ɑː	250.563	597.655	1813.418	2253.818	0.220
common_voice_fa_18556070.mp3	n	255.700	323.739	1720.625	3182.007	0.010
common_voice_fa_18556070.mp3	k	267.529	540.016	1963.202	2865.218	0.010
common_voice_fa_18556070.mp3	ɑː	248.862	473.012	2004.530	2498.849	0.210
common_voice_fa_18556070.mp3	ɡ	nan	874.936	1853.678	3881.129	0.010
common_voice_fa_18556070.mp3	i	nan	883.795	1942.227	3312.159	0.010
common_voice_fa_18556070.mp3	b	nan	931.816	2019.405	2972.655	0.020
common_voice_fa_37819742.mp3	n	91.708	365.758	1452.212	3314.951	0.010
common_voice_fa_37819742.mp3	a	92.482	365.166	1527.191	2190.816	0.010
common_voice_fa_37819742.mp3	z	91.644	391.851	1436.387	2102.512	0.010
common_voice_fa_37819742.mp3	iː	91.599	370.407	1405.220	2068.693	0.010
common_voice_fa_37819742.mp3	ɾ	91.822	380.775	1394.504	2116.784	0.010
common_voice_fa_37819742.mp3	ɒː	91.525	503.178	1481.115	2075.987	0.030
common_voice_fa_37819742.mp3	n	89.562	542.771	1550.631	2369.652	0.010
