filename	phoneme	F0	F1	F2	F3	duration
common_voice_cy_17672175.wav	a	226.200	362.507	1738.377	2099.542	0.360
common_voice_cy_17672175.wav	n	164.371	957.295	1664.805	4078.507	0.010
common_voice_cy_17672175.wav	ɔ	164.408	853.777	1581.152	3693.306	0.010
common_voice_cy_19010140.wav	iː	119.476	271.194	2622.263	3003.524	0.170
common_voice_cy_19010140.wav	ð	134.086	357.127	1274.281	2635.038	0.010
common_voice_cy_19010140.wav	oː	175.747	390.034	711.207	2853.449	0.300
common_voice_cy_19010140.wav	d	179.448	289.195	1291.849	2972.886	0.010
common_voice_cy_19010140.wav	k	nan	356.959	1738.859	3237.304	0.020
common_voice_cy_19010140.wav	ə	nan	809.114	1593.847	3309.103	0.030
common_voice_cy_19010140.wav	ŋ	nan	686.028	2942.551	4109.425	0.010
common_voice_cy_19010140.wav	ɔ	nan	503.285	1272.341	2957.468	0.010
common_voice_cy_19010140.wav	r	nan	539.836	1615.588	2917.461	0.010
common_voice_cy_19010140.wav	a	118.312	594.816	1371.551	1989.049	0.440
common_voice_cy_19010140.wav	θ	nan	550.795	1340.936	2695.847	0.010
common_voice_cy_19010140.wav	r	nan	566.151	1436.208	2702.499	0.010
common_voice_cy_19010140.wav	a	nan	1234.234	2597.563	3812.026	0.400
common_voice_cy_19010140.wav	u̯	153.395	557.635	917.340	2825.628	0.310
common_voice_cy_19010140.wav	ɔ	166.265	215.426	1493.203	3009.153	0.010
common_voice_cy_19010140.wav	n	163.647	198.119	1460.309	2997.604	0.010
common_voice_cy_19010140.wav	b	nan	701.565	1325.076	2947.011	0.020
common_voice_cy_19010140.wav	ə	112.413	595.839	1198.600	2655.506	0.040
common_voice_cy_19010140.wav	χ	510.673	661.170	1472.177	3485.115	0.190
common_voice_cy_19010140.wav	a	113.569	668.900	1417.544	2948.221	0.230
common_voice_cy_19010140.wav	n	118.843	87.212	1595.614	2874.739	0.010
common_voice_cy_19010140.wav	n	143.682	182.559	1214.931	2772.389	0.010
common_voice_cy_19010140.wav	e	141.026	349.330	2506.304	2898.998	0.440
common_voice_cy_19010140.wav	ɨ̯	nan	238.105	1881.944	2952.931	0.010
common_voice_cy_19010140.wav	d	nan	657.253	2856.637	3323.028	0.010
common_voice_cy_19010140.wav	ɪ	nan	544.910	2762.739	3625.141	0.010
common_voice_cy_19010140.wav	ɡ	108.081	311.119	2393.786	2873.324	0.130
common_voice_cy_19010140.wav	w	106.922	295.873	1048.460	2853.626	0.140
common_voice_cy_19010140.wav	ɨ̞	111.456	318.524	1939.231	2698.169	0.110
common_voice_cy_19010140.wav	ð	109.791	1971.852	2794.397	4003.269	0.010
common_voice_cy_19010140.wav	h	nan	652.168	2830.960	3285.400	0.120
common_voice_cy_19010140.wav	ɨ̞	124.408	297.831	2547.016	2992.123	0.350
common_voice_cy_19010140.wav	d	nan	550.870	1684.922	2750.805	0.010
common_voice_cy_19010140.wav	m	137.387	233.387	1481.100	2321.254	0.020
common_voice_cy_19010140.wav	ɨ̞	113.609	237.346	1748.549	2705.475	0.140
common_voice_cy_19010140.wav	n	108.308	642.264	2823.494	3932.078	0.010
common_voice_cy_19010140.wav	d	115.262	283.459	2444.272	2697.673	0.010
common_voice_cy_19010140.wav	iː	110.970	317.478	2323.526	2633.571	0.100
common_voice_cy_19010140.wav	w	92.870	503.986	1104.683	2576.992	0.070
common_voice_cy_19010140.wav	ɛ	75.477	693.302	1408.320	2626.966	0.050
common_voice_cy_19010140.wav	l	555.898	546.477	1136.291	2787.636	0.130
common_voice_cy_19010140.wav	d	104.535	301.400	1319.288	2973.770	0.010
common_voice_cy_19010141.wav	b	nan	896.645	1832.254	2899.940	0.020
common_voice_cy_19010141.wav	ɛ	192.916	403.737	2261.533	2844.597	0.350
common_voice_cy_19010141.wav	θ	nan	605.224	2129.817	2754.058	0.010
common_voice_cy_19010141.wav	ɨ̞	153.981	364.250	1991.626	2549.655	0.070
common_voice_cy_19010141.wav	u̯	181.796	356.165	1306.075	2547.204	0.040
common_voice_cy_19010141.wav	b	142.865	215.584	1953.421	2882.837	0.100
common_voice_cy_19010141.wav	ɪ	155.771	597.415	1129.266	2274.379	0.010
common_voice_cy_19010141.wav	ɔ	147.738	612.488	1160.573	2193.068	0.010
common_voice_cy_19010141.wav	a	149.602	595.627	1118.697	2914.166	0.440
common_voice_cy_19010141.wav	m	125.976	484.864	1454.092	2429.415	0.020
common_voice_cy_19010141.wav	r	127.374	430.384	1702.767	2355.290	0.010
common_voice_cy_19010141.wav	ɨ̞	122.501	425.231	1568.740	2426.008	0.040
common_voice_cy_19010141.wav	u̯	111.388	368.633	1240.895	2750.844	0.150
common_voice_cy_19010141.wav	j	103.977	398.183	2003.835	2523.531	0.090
common_voice_cy_19010141.wav	a	102.111	676.272	1656.204	2825.947	0.130
common_voice_cy_19010141.wav	ɨ̯	137.341	397.425	1809.357	2559.667	0.010
common_voice_cy_19010141.wav	θ	130.300	311.123	1877.394	2527.062	0.010
common_voice_cy_19010141.wav	a	119.739	687.894	1406.360	2700.719	0.080
common_voice_cy_19010141.wav	s	nan	1076.128	2548.491	3248.527	0.210
common_voice_cy_19010141.wav	ɨ̞	nan	340.634	1870.117	2814.641	0.160
common_voice_cy_19010141.wav	t	nan	792.890	2186.780	3460.652	0.010
common_voice_cy_19010141.wav	m	149.041	209.952	1324.856	2409.971	0.020
common_voice_cy_19010141.wav	aː	154.047	609.857	1671.749	3066.900	0.150
common_voice_cy_19010141.wav	ɨ̯	150.511	276.514	1448.462	2324.021	0.010
common_voice_cy_19010141.wav	m	145.948	273.666	1286.416	2390.329	0.020
common_voice_cy_19010141.wav	oː	112.354	443.669	755.090	2853.934	0.200
common_voice_cy_19010141.wav	ð	108.978	1375.045	2849.773	3910.827	0.010
common_voice_cy_19010141.wav	e	111.185	1139.467	2527.882	3683.913	0.030
common_voice_cy_19010141.wav	i̯	117.198	470.164	1866.925	2860.111	0.010
common_voice_cy_19010141.wav	v	124.548	452.194	1750.811	2719.067	0.010
common_voice_cy_19010141.wav	ɛ	126.168	339.344	1816.244	3330.748	0.230
common_voice_cy_19010141.wav	s	nan	839.359	2205.028	3449.848	0.210
common_voice_cy_19010141.wav	ɨ̞	nan	521.364	1782.714	2661.516	0.140
common_voice_cy_19010141.wav	r	nan	1252.193	2358.057	3158.995	0.010
common_voice_cy_19019103.wav	m	273.372	297.342	1706.683	2892.362	0.020
common_voice_cy_19019103.wav	a	253.972	752.293	1514.596	2728.992	0.100
common_voice_cy_19019103.wav	h	nan	590.403	2363.998	2934.695	0.470
common_voice_cy_19019103.wav	iː	nan	669.839	2155.383	2929.576	0.030
common_voice_cy_19019103.wav	a	261.825	858.132	1046.177	2016.445	0.280
common_voice_cy_19019103.wav	r	nan	977.871	1432.411	2555.743	0.010
common_voice_cy_19019103.wav	p	nan	898.619	1954.722	2983.385	0.020
common_voice_cy_19019103.wav	l	nan	993.411	1950.063	2862.702	0.100
common_voice_cy_19019103.wav	a	221.783	984.652	1590.060	2744.270	0.300
common_voice_cy_19019103.wav	n	nan	1130.285	1792.188	3184.823	0.010
common_voice_cy_19019103.wav	t	nan	1052.608	1835.906	3078.518	0.010
common_voice_cy_19019103.wav	ɨ̞	241.134	246.532	1972.164	3022.603	0.240
common_voice_cy_19019103.wav	n	nan	395.787	2028.023	3116.451	0.010
common_voice_cy_19019103.wav	d	279.581	369.855	1958.599	2967.055	0.010
common_voice_cy_19019103.wav	oː	254.825	346.735	932.054	3002.015	0.210
common_voice_cy_19019103.wav	d	230.477	235.544	1418.100	2866.862	0.010
common_voice_cy_19019103.wav	ɪ	233.330	239.014	1445.582	2840.653	0.010
common_voice_cy_19019103.wav	ə	nan	1271.840	2283.779	3463.550	0.030
common_voice_cy_19019103.wav	m	nan	1225.930	2869.817	3983.737	0.020
common_voice_cy_19019103.wav	w	252.550	257.686	2318.323	2867.081	0.040
common_voice_cy_19019103.wav	ɛ	248.143	257.387	2100.161	2958.820	0.030
common_voice_cy_19019103.wav	l	250.151	305.108	2534.540	2915.240	0.010
common_voice_cy_19019103.wav	d	249.861	374.908	2209.940	2963.898	0.010
common_voice_cy_19019103.wav	a	254.688	884.528	1800.235	3022.675	0.740
common_voice_cy_19019103.wav	n	217.495	250.296	1997.701	2863.701	0.010
common_voice_cy_19019103.wav	iː	197.746	333.291	1553.010	2957.823	0.240
common_voice_cy_19019103.wav	r̥	nan	1197.470	1899.669	3022.675	0.130
common_voice_cy_19019103.wav	ɨ	271.374	296.944	1889.965	2714.861	0.060
common_voice_cy_19019103.wav	u̯	225.516	242.888	1257.397	2738.162	0.080
common_voice_cy_19019103.wav	b	nan	1626.275	2794.387	4055.042	0.110
common_voice_cy_19019103.wav	r	228.509	198.532	1710.736	2822.069	0.010
common_voice_cy_19019103.wav	ɨ̞	209.039	556.999	2168.194	2921.279	0.170
common_voice_cy_19019103.wav	d	216.795	234.183	2133.710	2697.408	0.010
common_voice_cy_19019103.wav	ə	211.066	433.467	1868.998	2495.064	0.110
common_voice_cy_19019103.wav	n	209.969	237.722	1909.554	2854.992	0.010
common_voice_cy_19019103.wav	ɨ	221.463	243.984	1806.772	2477.214	0.110
common_voice_cy_19019103.wav	m	235.974	248.193	1765.202	2620.587	0.020
common_voice_cy_19019103.wav	iː	237.607	240.757	2241.517	3035.155	0.110
common_voice_cy_19019103.wav	s	nan	617.366	2241.001	3287.888	0.180
common_voice_cy_19019103.wav	n	257.188	277.209	1892.493	2936.366	0.010
common_voice_cy_19019103.wav	ɛ	217.817	443.086	1835.794	3204.174	0.080
common_voice_cy_19019103.wav	s	nan	1000.771	2015.790	3403.299	0.150
common_voice_cy_19019103.wav	a	173.001	1041.133	1621.306	2782.577	0.220
common_voice_cy_19019103.wav	v	nan	1143.328	1805.052	3119.119	0.010
common_voice_cy_19021980.wav	v	nan	620.336	1709.745	3121.332	0.010
common_voice_cy_19021980.wav	a	nan	1014.537	1967.075	3449.646	0.030
common_voice_cy_19021980.wav	i̯	nan	1612.636	2387.142	3656.776	0.010
common_voice_cy_19021980.wav	n	nan	1188.858	1868.880	3536.771	0.010
common_voice_cy_19021980.wav	t	nan	1122.755	1770.854	3415.693	0.010
common_voice_cy_19021980.wav	ɔ	nan	1723.554	2388.212	3622.903	0.010
common_voice_cy_19021980.wav	ɡ	261.628	491.454	2469.663	3163.789	2.360
common_voice_cy_19021980.wav	a	nan	1589.366	2809.790	3937.831	0.030
common_voice_cy_19021980.wav	n	nan	1121.311	2080.000	3301.867	0.010
common_voice_cy_19021980.wav	ɔ	nan	1174.122	2133.889	3243.148	0.010
common_voice_cy_19021980.wav	ɨ̯	nan	1068.040	2120.406	3152.344	0.010
common_voice_cy_19021980.wav	ð	nan	1139.897	2204.772	3689.091	0.010
common_voice_cy_19021980.wav	d	nan	981.817	2191.810	3215.077	0.010
common_voice_cy_19021980.wav	ɛ	nan	1007.387	2144.175	3405.441	0.030
common_voice_cy_19021980.wav	ɡ	227.949	286.691	1180.326	2429.375	0.890
common_voice_cy_19021980.wav	a	226.848	262.017	2855.306	3216.225	0.030
common_voice_cy_19021980.wav	ɨ̯	221.135	254.398	2541.366	3066.519	0.010
common_voice_cy_19021980.wav	a	nan	2104.552	2917.354	3935.787	0.030
common_voice_cy_19021980.wav	k	nan	1249.618	2214.055	3328.799	0.020
common_voice_cy_19021980.wav	ɨ̞	nan	1257.344	2080.693	3172.294	0.030
common_voice_cy_19021980.wav	n	nan	1160.097	1998.661	3222.491	0.010
common_voice_cy_19021980.wav	ɛ	nan	1099.665	1848.278	3174.834	0.030
common_voice_cy_19021980.wav	d	nan	648.422	1657.054	3207.367	0.010
common_voice_cy_19021980.wav	a	227.705	700.274	1245.500	2940.712	0.140
common_voice_cy_19021980.wav	s	221.451	509.021	1491.444	3060.074	0.030
common_voice_cy_19021980.wav	ɨː	216.830	353.356	1537.152	2516.251	0.010
common_voice_cy_19021980.wav	ð	217.229	318.161	1547.141	2295.651	0.010
common_voice_cy_19021980.wav	ə	217.000	255.291	1538.751	2666.590	0.030
common_voice_cy_19021980.wav	n	224.448	228.131	1585.909	2878.244	0.010
common_voice_cy_19021980.wav	ɨː	nan	236.708	1590.837	3140.972	0.010
common_voice_cy_19021980.wav	r̥	nan	1176.597	1952.079	2979.381	0.040
common_voice_cy_19021980.wav	ɪ	nan	643.725	1957.736	3266.073	0.010
common_voice_cy_19021980.wav	v	nan	871.388	1944.587	3147.481	0.010
common_voice_cy_19021980.wav	a	nan	724.750	1819.453	3064.992	0.030
common_voice_cy_19021980.wav	ɪ	nan	689.256	1725.215	3007.237	0.010
common_voice_cy_19021980.wav	s	nan	1013.073	1636.652	3049.530	0.030
common_voice_cy_19021980.wav	ɔ	nan	910.022	1817.992	2843.054	0.010
common_voice_cy_19021980.wav	d	nan	771.373	1716.356	2697.229	0.010
common_voice_cy_19518839.wav	ɬ	nan	952.516	2407.222	2963.516	0.090
common_voice_cy_19518839.wav	a	209.487	503.238	1426.080	3145.792	0.350
common_voice_cy_19518839.wav	n	246.301	518.222	1248.393	2582.168	0.010
common_voice_cy_19518839.wav	v	245.090	586.306	1814.705	3139.432	0.010
common_voice_cy_19518839.wav	a	242.360	708.569	1856.962	2775.911	0.070
common_voice_cy_19518839.wav	i̯	nan	508.372	1762.753	3481.279	0.010
common_voice_cy_19518839.wav	r	nan	562.637	1773.366	2822.620	0.010
common_voice_cy_19518839.wav	p	nan	660.891	1746.967	2898.972	0.020
common_voice_cy_19518839.wav	ʊ	201.088	398.688	806.730	2442.666	0.200
common_voice_cy_19518839.wav	ɬ	nan	932.826	2317.277	3710.742	0.150
common_voice_cy_19518839.wav	ə	194.901	589.567	1623.450	3077.365	0.080
common_voice_cy_19518839.wav	n	191.225	429.055	1169.954	2420.662	0.010
common_voice_cy_19518839.wav	a	194.444	606.715	1560.044	3192.775	0.050
common_voice_cy_19518839.wav	χ	nan	788.293	1327.889	3651.588	0.100
common_voice_cy_19518839.wav	ɔ	nan	622.381	1049.992	2658.650	0.010
common_voice_cy_19518839.wav	s	nan	951.646	2426.622	4033.707	0.190
common_voice_cy_19518839.wav	i	nan	856.195	2280.917	3465.698	0.010
common_voice_cy_19518839.wav	t	nan	552.017	2373.398	3062.602	0.010
common_voice_cy_19518839.wav	r	nan	416.989	2682.158	3081.337	0.010
common_voice_cy_19518839.wav	a	196.630	385.981	2699.673	3009.440	0.030
common_voice_cy_19518839.wav	f	186.364	350.672	2621.283	3761.743	0.070
common_voice_cy_19518839.wav	ɛ	nan	863.402	1605.975	2822.460	0.610
common_voice_cy_19518839.wav	r	nan	892.053	2625.101	3097.332	0.010
common_voice_cy_19518839.wav	θ	nan	913.244	2701.521	3571.090	0.010
common_voice_cy_19518839.wav	aː	185.234	343.877	1005.359	2324.036	0.320
common_voice_cy_19518839.wav	m	175.149	548.600	1342.702	2654.330	0.020
common_voice_cy_19518839.wav	uː	174.445	542.140	1853.945	2686.739	0.020
common_voice_cy_19518839.wav	ɨ̯	174.301	548.878	2520.993	2721.848	0.010
common_voice_cy_19518839.wav	a	175.662	333.077	2647.872	3110.125	0.080
common_voice_cy_19518839.wav	r	178.768	350.844	2674.916	3025.286	0.010
common_voice_cy_19518839.wav	ə	169.498	866.753	1423.258	2544.278	0.260
common_voice_cy_19518839.wav	ɬ	nan	914.440	2582.837	3269.927	0.190
common_voice_cy_19518839.wav	iː	177.455	349.296	2789.655	3404.231	0.190
common_voice_cy_19518839.wav	v	nan	835.611	2063.692	3289.216	0.010
common_voice_cy_19518839.wav	b	nan	1370.740	2385.770	3616.314	0.140
common_voice_cy_19518839.wav	ɨ̞	156.861	470.741	2196.751	2596.532	0.130
common_voice_cy_19518839.wav	u̯	150.834	381.968	930.830	2641.505	0.210
common_voice_cy_18999203.wav	m	243.508	260.236	1522.409	2884.434	0.020
common_voice_cy_18999203.wav	a	241.623	1023.341	1494.478	2698.804	0.200
common_voice_cy_18999203.wav	h	247.546	490.314	2691.874	2993.379	0.280
common_voice_cy_18999203.wav	iː	nan	495.285	1987.906	2692.940	0.040
common_voice_cy_18999203.wav	n	nan	521.049	1726.448	2693.465	0.010
common_voice_cy_18999203.wav	b	278.213	688.079	1976.044	2822.560	0.020
common_voice_cy_18999203.wav	ɨ̞	245.677	541.366	2215.522	2290.570	0.220
common_voice_cy_18999203.wav	m	240.049	261.635	1765.337	2504.804	0.020
common_voice_cy_18999203.wav	m	241.926	291.463	1762.316	2350.991	0.020
common_voice_cy_18999203.wav	ɨ̞	233.681	313.702	1680.070	2632.174	0.110
common_voice_cy_18999203.wav	n	229.279	239.930	1631.993	2534.077	0.010
common_voice_cy_18999203.wav	ɨ̞	218.338	314.914	2222.292	2324.625	0.280
common_voice_cy_18999203.wav	d	210.715	637.920	2240.307	3058.933	0.010
common_voice_cy_18999203.wav	iː	219.983	617.151	2556.681	3050.455	0.150
common_voice_cy_18999203.wav	ð	191.534	1895.526	2930.727	4105.261	0.010
common_voice_cy_18999203.wav	a	175.490	856.621	1687.146	3136.440	0.310
common_voice_cy_18999203.wav	ɨ̯	175.913	473.339	1797.080	3060.036	0.010
common_voice_cy_30218394.wav	m	nan	234.428	1729.358	2692.310	0.020
common_voice_cy_30218394.wav	a	168.675	544.040	1385.616	1840.271	0.060
common_voice_cy_30218394.wav	r̥	167.330	722.072	1962.951	2874.828	0.030
common_voice_cy_30218394.wav	e	164.560	501.728	2338.427	3083.330	0.090
common_voice_cy_30218394.wav	i̯	177.983	343.834	2326.257	3092.459	0.010
common_voice_cy_30218394.wav	l	177.435	326.003	2365.335	3032.199	0.010
common_voice_cy_30218394.wav	f	229.815	446.932	2604.918	3019.700	0.190
common_voice_cy_30218394.wav	ɔ	262.201	516.089	1594.536	3155.292	0.010
common_voice_cy_30218394.wav	r	258.501	347.761	1199.214	1668.729	0.010
common_voice_cy_30218394.wav	ð	253.843	398.364	1680.133	3114.659	0.010
common_voice_cy_30218394.wav	d	253.758	1156.030	1746.264	3122.190	0.010
common_voice_cy_30218394.wav	a	nan	1547.278	2164.699	3704.852	0.140
common_voice_cy_30218394.wav	θ	nan	1295.034	1784.971	2930.302	0.010
common_voice_cy_30218394.wav	r	nan	756.488	1453.225	2505.391	0.010
common_voice_cy_30218394.wav	ɛ	nan	768.152	1787.184	2897.495	0.790
common_voice_cy_30218394.wav	n	nan	633.307	1930.581	3327.343	0.010
common_voice_cy_30218394.wav	ɛ	191.912	547.637	1907.228	3134.312	0.240
common_voice_cy_30218394.wav	b	nan	640.582	2012.388	2777.746	0.020
common_voice_cy_30218394.wav	a	nan	1099.362	1674.315	2588.980	0.190
common_voice_cy_30218394.wav	χ	nan	1044.292	1821.623	3431.223	0.090
common_voice_cy_30218394.wav	k	nan	537.574	2411.200	3130.203	0.020
common_voice_cy_30218394.wav	ɨ̞	175.035	390.707	2469.823	3216.535	0.200
common_voice_cy_30218394.wav	l	162.301	461.091	653.229	2443.479	0.100
common_voice_cy_30218394.wav	a	nan	496.899	1248.095	3022.360	0.030
common_voice_cy_30218394.wav	r	nan	576.426	1372.728	2901.675	0.010
common_voice_cy_30218394.wav	ɛ	nan	487.344	2065.610	2826.108	0.850
common_voice_cy_30218394.wav	d	nan	720.172	2001.594	2695.652	0.010
common_voice_cy_30218394.wav	ɪ	nan	663.794	1861.739	2474.706	0.010
common_voice_cy_30218394.wav	r	nan	623.505	1821.653	2667.757	0.010
common_voice_cy_30218394.wav	ɡ	nan	547.816	1295.113	2731.977	0.010
common_voice_cy_30218394.wav	a	144.991	667.183	1440.712	2678.564	0.090
common_voice_cy_30218394.wav	n	146.635	539.725	1505.484	2407.700	0.010
common_voice_cy_30218394.wav	r	148.933	517.382	1560.648	2686.397	0.010
common_voice_cy_30218394.wav	e	154.708	503.983	1633.465	2904.558	0.030
common_voice_cy_30218394.wav	i̯	152.628	423.183	1593.997	2989.797	0.010
common_voice_cy_30218394.wav	l	nan	590.197	1434.030	2820.866	0.060
common_voice_cy_30218394.wav	f	nan	387.652	1384.850	2737.889	0.010
common_voice_cy_30218394.wav	ɔ	nan	481.323	1757.630	2853.830	0.010
common_voice_cy_30218394.wav	r	nan	585.035	1487.758	2562.001	0.010
common_voice_cy_30218394.wav	ð	nan	661.483	1450.933	2577.580	0.010
common_voice_cy_30218394.wav	b	nan	1501.493	2089.766	3110.509	0.020
common_voice_cy_30218394.wav	a	145.781	757.897	1551.848	2682.961	0.150
common_voice_cy_30218394.wav	n	137.336	302.220	1604.055	2908.138	0.010
common_voice_cy_30218394.wav	ɛ	nan	572.103	1805.865	2924.779	0.360
common_voice_cy_30218394.wav	b	nan	1796.836	2116.973	3970.284	0.020
common_voice_cy_30218394.wav	r	nan	1970.107	2153.694	3382.911	0.010
common_voice_cy_30218394.wav	ɨː	nan	218.500	2097.562	2486.198	0.010
common_voice_cy_30218394.wav	χ	nan	442.448	2202.827	3279.935	0.010
common_voice_cy_30218394.wav	e	145.499	301.947	2463.094	2862.944	0.130
common_voice_cy_30218394.wav	i̯	137.814	280.713	2133.341	3078.003	0.010
common_voice_cy_30218394.wav	n	137.123	280.273	2245.741	3009.028	0.010
common_voice_cy_30218394.wav	j	128.798	309.236	2179.377	2808.036	0.100
common_voice_cy_30218394.wav	ɔ	119.638	317.256	1469.905	1946.435	0.010
common_voice_cy_30218394.wav	ɡ	118.920	317.466	1448.326	2151.636	0.010
common_voice_cy_30218395.wav	ə	198.373	597.636	1952.243	3227.076	0.120
common_voice_cy_30218395.wav	n	235.428	292.454	2373.020	2643.967	0.010
common_voice_cy_30218395.wav	ɬ	nan	2531.581	3404.206	4537.447	0.110
common_voice_cy_30218395.wav	eː	nan	1795.727	2970.621	3397.356	0.010
common_voice_cy_30218395.wav	ɡ	285.615	591.457	2255.563	2979.879	0.090
common_voice_cy_30218395.wav	a	149.768	486.272	2363.264	2690.347	0.280
common_voice_cy_30218395.wav	ɬ	nan	898.953	2849.085	3263.174	0.120
common_voice_cy_30218395.wav	ə	nan	413.182	1855.986	2878.024	0.130
common_voice_cy_30218395.wav	k	205.204	297.387	1674.933	2664.797	0.020
common_voice_cy_30218395.wav	ʊ	192.705	372.739	1797.624	2271.158	0.110
common_voice_cy_30218395.wav	m	202.771	394.674	1974.830	2691.276	0.020
common_voice_cy_30218395.wav	n	205.724	349.151	2061.457	2892.644	0.010
common_voice_cy_30218395.wav	iː	204.404	526.342	2780.316	3233.127	0.130
common_voice_cy_30218395.wav	ɛ	187.037	741.698	2108.513	2838.458	0.100
common_voice_cy_30218395.wav	h	229.251	690.953	2371.220	3276.422	0.050
common_voice_cy_30218395.wav	ɨ̞	203.218	457.741	2147.018	3167.808	0.210
common_voice_cy_30218395.wav	n	nan	307.818	1725.200	3051.132	0.010
common_voice_cy_30218395.wav	ð	nan	338.215	1640.375	3009.613	0.010
common_voice_cy_30218395.wav	a	160.528	798.952	1702.541	2713.279	0.090
common_voice_cy_30218395.wav	l	152.363	548.427	1253.836	3135.218	0.120
common_voice_cy_30218395.wav	e	162.760	454.759	2399.511	2935.874	0.130
common_voice_cy_30218395.wav	ɨ̯	179.134	527.172	2097.496	2845.445	0.010
common_voice_cy_30218395.wav	h	177.378	201.172	1815.852	2560.599	0.010
common_voice_cy_30218395.wav	a	165.526	832.925	1658.407	2568.538	0.050
common_voice_cy_30218395.wav	s	nan	912.971	1858.365	3071.846	0.150
common_voice_cy_30218395.wav	ɛ	202.595	669.227	2200.553	3231.404	0.150
common_voice_cy_30218395.wav	d	nan	754.624	1920.101	3214.325	0.010
common_voice_cy_30218395.wav	ɛ	nan	668.781	1842.895	3114.716	0.090
